5280.0,82.74,166.31,228.93,94.41,77.4,155.34
4680.0,81.2,152.61,195.05,73.79,212.68,226.26
4560.0,74.21,145.87,206.97,90.77,173.86,191.06
4260.0,78.1,128.97,204.96,199.0,209.1,226.34
5820.0,105.2,184.34,170.6,194.71,204.62,227.9
5460.0,86.77,141.9,242.77,243.47,219.46,242.42
5220.0,94.85,268.4,308.54,311.17,228.63,260.24
4500.0,241.09,268.42,323.24,377.86,245.81,269.36
3960.0,308.77,410.02,290.6,309.0,253.83,292.03
4320.0,357.36,282.59,332.28,406.2,259.58,307.43
4140.0,378.22,400.48,307.41,443.74,279.65,331.81
4260.0,306.0,271.85,380.66,353.34,288.02,338.04
4260.0,357.19,376.54,334.25,328.86,293.47,344.78
3840.0,298.84,425.12,294.27,364.87,306.07,359.86
3720.0,328.26,368.43,314.46,328.28,317.72,373.08
4980.0,314.78,238.23,377.29,414.02,336.1,383.7
4500.0,425.78,342.43,330.35,472.42,2359.17,1371.26
3600.0,249.92,407.56,494.87,368.13,377.2,332.58
4140.0,411.35,390.95,289.58,208.04,197.18,199.05
4260.0,266.94,333.44,362.02,328.14,229.85,217.54
3840.0,326.1,415.7,362.89,362.02,256.63,233.84
3780.0,221.02,356.88,311.6,497.09,179.38,249.07
4080.0,386.5,355.63,328.25,341.81,241.85,264.77
4620.0,321.8,358.35,309.74,276.5,251.22,281.07
3900.0,381.85,364.03,239.6,393.76,178.68,301.34
3720.0,347.75,334.75,404.67,438.16,273.72,300.82
4560.0,308.9,248.35,291.61,532.49,1068.36,280.26
3780.0,450.81,524.23,278.3,255.34,243.89,222.59
4260.0,329.12,233.68,355.57,309.8,246.5,216.73
4860.0,307.88,383.19,338.62,439.96,236.47,262.0
4260.0,351.53,255.0,322.92,497.2,850.17,393.88
3660.0,373.93,395.29,418.63,342.75,382.18,371.32
3540.0,366.26,353.18,360.51,311.6,440.66,219.97
4080.0,386.54,411.36,281.82,259.55,194.59,204.19
4800.0,269.64,243.99,265.63,235.98,207.11,222.37
