6300.0,134.95,109.55,81.13,78.44,79.41,76.65
4860.0,198.8,90.04,73.6,153.82,74.4,44.79
4680.0,82.28,219.86,109.23,121.41,112.58,78.78
4980.0,75.25,46.71,61.84,59.13,213.53,124.12
4260.0,78.62,52.84,47.47,102.25,99.23,66.97
5820.0,105.01,66.29,61.87,117.92,86.04,52.16
5100.0,86.4,54.21,59.32,210.22,125.94,82.31
5220.0,88.61,141.96,91.76,147.92,111.53,76.64
4140.0,60.08,50.33,200.8,262.46,127.82,79.41
5340.0,98.55,61.06,59.53,78.01,98.32,130.64
4020.0,66.78,45.05,48.05,70.35,92.5,132.69
5100.0,77.6,86.77,67.25,155.83,159.06,90.85
5160.0,155.94,101.56,68.63,125.76,63.4,32.15
4980.0,82.57,66.09,238.52,271.51,170.47,106.67
5520.0,97.73,58.43,114.67,278.43,277.98,108.87
5220.0,61.14,54.06,238.53,297.15,271.07,130.74
4380.0,72.09,98.15,95.21,198.78,282.48,131.14
5580.0,91.49,60.14,55.24,218.93,269.17,122.4
4620.0,79.21,51.97,49.3,234.36,176.14,200.54
4740.0,139.58,67.03,47.53,97.82,154.35,231.84
5340.0,94.88,56.82,55.63,211.58,248.02,120.67
4320.0,73.14,45.21,47.41,253.33,268.02,133.89
4560.0,83.89,51.55,43.0,244.87,283.46,122.66
4620.0,79.78,43.77,45.11,170.03,282.27,136.57
4620.0,65.25,47.85,54.34,275.43,261.49,129.0
4920.0,100.03,64.08,51.94,128.8,199.04,172.27
5520.0,92.08,58.5,86.66,249.98,252.3,119.58
4080.0,72.3,47.26,48.06,277.48,269.01,161.27
4740.0,70.33,50.51,57.3,254.53,246.59,97.99
5280.0,90.78,161.15,93.8,134.77,173.5,157.17
5160.0,86.18,55.34,93.91,205.33,166.23,139.68
4920.0,56.62,65.56,281.52,522.13,242.48,227.33
4920.0,85.73,100.77,241.67,238.47,210.88,170.3
6000.0,98.56,124.37,357.8,215.21,226.25,84.0
4800.0,108.15,307.88,423.95,221.43,166.19,182.38
4260.0,229.95,303.78,303.79,1425.69,1256.07,125.98
4920.0,377.26,309.79,290.51,258.55,195.44,182.85
4800.0,232.35,300.7,332.16,200.43,204.44,147.99
4680.0,326.21,319.5,209.56,205.56,242.62,146.21
4740.0,317.99,293.86,374.05,212.48,146.18,149.56
4320.0,371.2,415.77,412.84,574.04,383.92,340.22
4860.0,305.68,311.3,211.03,200.15,170.34,176.64
4200.0,264.62,359.3,293.8,694.79,842.71,223.75
4920.0,408.87,307.72,295.05,241.38,141.01,178.79
5220.0,252.09,283.96,202.36,192.34,119.47,112.27
3420.0,333.29,385.04,366.61,200.84,127.28,126.51
4440.0,265.71,318.03,420.36,1037.87,971.08,120.8
4140.0,445.77,333.06,260.91,185.97,187.48,166.82
4980.0,287.33,291.85,211.84,197.1,193.3,125.51
4380.0,323.61,379.13,309.88,210.09,173.33,142.31
4380.0,244.31,418.93,210.52,225.98,215.29,160.03
6300.0,134.95,109.55,81.13,78.44,79.41,76.65
4920.0,94.45,198.84,94.39,123.47,182.36,103.74
4680.0,81.08,47.76,51.42,239.83,293.36,165.37
5220.0,77.62,47.88,72.88,242.87,276.69,135.04
4260.0,78.13,87.58,63.15,130.98,168.57,112.87
4860.0,71.14,56.91,108.74,209.44,189.23,131.47
5460.0,86.75,56.34,225.42,209.75,175.75,152.7
6240.0,71.78,263.66,291.54,180.13,219.07,166.35
4380.0,175.02,383.97,449.29,455.66,230.82,179.32
4680.0,207.48,352.39,203.14,239.41,240.65,194.32
4260.0,260.04,462.61,344.81,263.68,261.5,210.87
4740.0,295.57,455.53,326.15,219.56,267.13,377.02
3840.0,358.44,359.49,365.64,520.42,193.65,226.65
4500.0,362.33,293.64,348.14,531.55,1105.41,179.54
4620.0,344.76,329.21,238.39,308.81,285.68,99.22
5640.0,314.97,242.51,225.18,217.83,196.24,118.22
4020.0,344.73,282.33,261.19,218.05,220.8,174.17
4320.0,316.68,361.39,326.13,325.7,216.94,146.49
3780.0,325.41,364.32,261.4,263.85,185.3,143.88
4680.0,343.08,388.91,350.0,908.87,1058.32,177.63
4320.0,387.98,353.28,388.44,344.24,297.32,126.36
5760.0,275.23,257.88,280.26,278.82,220.7,118.07
4560.0,286.08,275.44,236.75,190.15,182.13,89.18
4440.0,338.9,363.72,353.13,227.8,205.54,145.24
4740.0,257.24,334.75,305.01,217.98,249.2,154.14
4020.0,366.84,317.57,329.26,644.64,228.15,166.5
3840.0,346.56,300.89,401.81,273.59,241.77,283.06
4740.0,282.66,355.34,254.02,209.7,251.56,202.13
4560.0,364.7,348.33,443.27,220.36,257.77,217.17
4260.0,309.5,222.43,204.78,216.27,265.4,80.64
3960.0,306.55,414.2,838.26,391.64,175.94,286.39
4560.0,254.59,367.56,386.79,760.97,421.42,387.46
4800.0,388.9,288.28,211.22,248.28,295.68,236.8
4320.0,323.32,287.8,205.94,179.78,317.21,396.22
4200.0,281.54,368.08,518.96,270.3,328.03,280.84
4260.0,356.55,326.16,314.15,245.6,1662.25,1021.15
3960.0,330.04,413.39,376.94,236.58,292.1,201.66
4020.0,268.97,265.85,381.0,182.04,282.34,181.07
4200.0,287.19,352.81,502.19,367.13,119.57,224.57
4680.0,315.72,310.39,193.91,1057.95,769.69,111.35
4200.0,436.12,367.31,267.54,314.9,311.3,281.25
3480.0,341.73,473.81,332.34,264.0,262.9,128.7
4860.0,237.99,307.68,287.31,316.72,272.92,100.39
5040.0,287.29,282.27,296.15,264.38,234.0,204.36
5280.0,221.04,342.05,335.38,278.35,198.88,216.98
4920.0,240.47,350.92,278.03,169.4,597.61,394.29
3480.0,236.52,427.96,386.39,653.54,372.23,201.18
4560.0,509.06,311.03,271.14,320.33,270.49,458.06
4800.0,286.5,377.3,318.98,327.56,227.21,103.67
4920.0,272.84,322.87,212.49,191.45,187.5,118.59
3900.0,256.92,374.74,404.25,195.24,210.98,141.73
6300.0,134.95,109.55,81.13,78.44,79.41,76.65
4920.0,78.72,49.74,51.67,74.39,183.53,234.7
4680.0,81.08,47.76,45.03,58.72,257.89,304.81
4560.0,74.22,42.96,96.09,201.2,217.57,126.08
